mssv,dtbhk_1,dtbhk_2,dtbhk_3,dtbhk_4,dtbhk_5,dtbhk_6,dtbhk_7,dtbhk_8,dtbhk_9,dtbhk_10,dtbhk_11,dtbhk_12,dtbhk_13,dtbhk_14,dtbhk_15,dtbhk_16,dtbhk_17,dtbhk_18,dtbhk_19,dtbhk_20,dtbhk_21,dtbhk_22,dtbhk_23,dtbhk_24,dtb_toankhoa
3899D7EDXPvAibaEXe9eSUilQ3V71guQIuvMMION,6.2,0.94,7,6.42,6.06,6.34,6.1,0.4,4.75,0.82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.65
DEABCBE6XPvAibaEXe9eSUilQ3V71uWZpFQLApMP,6.25,6.16,6.8,4.52,3.13,3.73,5.37,5.3,7.2,5.27,5.01,4.45,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.31
6F5D342AXPvAibaEXe9eSUilQ3V71r5onVJoXXZK,6.14,4.73,7.28,5.76,2.55,7.04,4.6,7.2,7.39,7.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.04
73A67816XPvAibaEXe9eSUilQ3V71oQynyPjoxZ7,5.09,5.27,0,1.44,0.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.91
82EB45E9XPvAibaEXe9eSUilQ3V71rLMOFZnU1bQ,8.06,7.6,8.38,7.81,9.54,8.84,9.15,9.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.53
8893C7C2XPvAibaEXe9eSUilQ3V71sm7g0uOfQBr,5.95,5.19,3,5.83,5.69,8.5,6.59,6.67,7.04,6.11,7.17,7.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7
83D3F6C9XPvAibaEXe/Dy4K4yiQpOP6IiL6XGDu/,6.18,7.86,7.58,7.5,6.61,7.17,6.79,5.54,7.59,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.33
4F34F659XPvAibaEXe/Dy4K4yiQpOPKiiUqmRs2G,6.23,7.1,6.5,7.2,7.26,5.8,7.77,7.45,8.42,8.86,8.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.54
E9BBDEFAXPvAibaEXe/Dy4K4yiQpOCeGcJ6wYi83,5.47,7.26,6.5,7.67,8.12,8.65,8.46,8.53,8.02,8.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.88
364CB864XPvAibaEXe/Dy4K4yiQpODZIkZFRB90m,5.89,7.71,7.5,7.47,7.19,7.82,8.1,7.62,8.32,9.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.68
B5853135XPvAibaEXe/Dy4K4yiQpONxhRQoieHZG,7.18,7.67,9,8.13,7.82,8.13,7.48,6.29,6.77,2.35,7.84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.11
A31BDC0AXPvAibaEXe/Dy4K4yiQpOP0/iCEjMzqM,6.64,5.97,5.87,6.37,5.28,4.96,1.93,0.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.77
F40991DEXPvAibaEXe/Dy4K4yiQpOBb9BiaNhvoj,7.77,8.5,8.55,8.25,5.95,8.57,7.5,8.75,8.38,9.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.35
85C2D27FXPvAibaEXe/Dy4K4yiQpOJHnLNT8mIEk,5.89,4.88,0,5.08,4.88,4.85,6.41,6.4,6.47,6.03,6.05,6.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.62
B0525999XPvAibaEXe9HKUC7sboLjjyMHONwQw00,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
DD22FD9BXPvAibaEXe9HKUC7sboLjtGPEGhD7PPu,6.27,6.63,4.5,7.43,6.38,8.03,3.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.29
4185501CXPvAibaEXe9HKUC7sboLjiazpw2A5AfK,6.23,5.86,7.35,6.82,8.3,7.75,8.79,7.82,8.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.47
6A34DC14XPvAibaEXe9HKUC7sboLjsk46RkohDVv,6.5,4.79,5.29,6.34,6.94,7.16,5.72,5.6,7.15,7.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.7
8C8E91ABXPvAibaEXe9HKUC7sboLjsWdscTF7HpM,7.25,6.19,8,7.12,7.71,8.03,6.15,7.72,8.09,8.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.36
A3AA35CEXPvAibaEXe9HKUC7sboLjoVYTHh2EAU+,6.3,4.86,6,7.01,8.68,8.51,8.88,8.48,8.38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.55
374303DDXPvAibaEXe9HKUC7sboLjloH4KQssraz,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
1B290682XPvAibaEXe9HKUC7sboLjhj6Skar7Eh0,4.57,2.95,3.35,4.86,3.27,1,5.03,3.13,2.8,2.73,3.34,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.05
5483E379XPvAibaEXe9HKUC7sboLjkiY2dt+wasF,6.93,7.55,8.6,8.83,8.86,8.5,8.04,9.14,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.25
C2100719XPvAibaEXe/BqA0y8R3TRcJ/JtkxsBzj,5.91,5.82,7.5,8.1,6.88,7.27,7.35,5.84,6.13,6.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.84
7DCA17F0XPvAibaEXe/BqA0y8R3TRbiq3YeYJMVk,5.84,5.73,4.71,5.86,6.53,7.04,7.4,6.9,6.56,6.45,9.3,7.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.83
6777A5A5XPvAibaEXe/BqA0y8R3TRZDcJooW2geh,5.28,2.79,0,2.7,2.84,6.06,2.81,3.3,4.15,2.68,3.52,5.43,3.65,0.45,0,0.21,0,-1,-1,-1,-1,-1,-1,-1,3.89
2F7887F7XPvAibaEXe/BqA0y8R3TRdLeDx8JXg9H,6.78,7.23,7.46,7.28,8.14,8.26,8.73,8.54,8.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.72
AF0109DEXPvAibaEXe/BqA0y8R3TRft6YNZShpqa,5.16,4.45,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.65
4CB61F0FXPvAibaEXe/BqA0y8R3TRT2jjHQPxleL,7.25,5.45,7.13,7.31,6.38,7.12,6.65,8.29,7.84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.34
67C763FAXPvAibaEXe/BqA0y8R3TRXNUn5wTg3dI,4.89,6.75,8.5,7.6,7.05,7.67,7.7,8.65,7.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.6
CD4BB846XPvAibaEXe/BqA0y8R3TRQX6Z3Fs2mNg,5.7,6.02,5.86,7.15,4.63,6.22,0.89,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.18
9FC490D1XPvAibaEXe/V2dF0qjs8bfJmcAaGrAyd,6.43,7.05,7.35,7.46,6.12,6.41,6.49,7.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.99
13A5B89FXPvAibaEXe/V2dF0qjs8besyGZFsyWqW,6.59,7.5,7.19,7.77,6.32,8.03,8,8.54,8.94,9.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.03
C34CF498XPvAibaEXe/V2dF0qjs8bbDxE9T+yGjr,6.22,7.87,7.72,7.94,7.4,7.24,6.91,7.38,7.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.48
7181A027XPvAibaEXe/V2dF0qjs8bZnrTq0jaQh1,6.8,7.24,8.73,8.38,8.36,8.09,8.26,9.05,6.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.94
F0956068XPvAibaEXe/V2dF0qjs8bUnaC6RcyGOL,5.14,3.88,5.13,6.43,7.87,6.96,2.76,8.63,5.4,3.89,5.1,5.53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.94
6C4A53CDXPvAibaEXe/V2dF0qjs8bb7ZbjchpSPk,4.81,3.18,3.79,5.55,5.04,4.4,5.22,5.34,4.44,4.06,5.25,4.69,3.62,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.43
D591D3E3XPvAibaEXe/V2dF0qjs8bYWTsDI1U4NT,5.18,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.78
859FF4B4XPvAibaEXe/V2dF0qjs8bS+3GhPtTevf,6.61,6,7.07,7.88,8.05,8.39,8.44,8.36,7.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.55
55D02CB4XPvAibaEXe9M021iVaAwIAQL8BalJRN4,7.09,6.41,7.55,8.26,7.34,7.76,7.96,8.49,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.57
68EB2622XPvAibaEXe9M021iVaAwIPmPusZ0mw3v,7.45,7.21,6.75,7.39,8.5,8.46,8.66,8.23,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.92
933C1FD5XPvAibaEXe9M021iVaAwILPVFi2513M9,7.14,8.14,8,7.87,7.75,8.57,7.26,8.68,8.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.94
F195E5E6XPvAibaEXe9M021iVaAwIH1lH9to4XgR,5.57,5.17,6.15,6,6.5,5.12,6.69,6.46,8.57,2,7.94,2.2,7.5,4.4,1.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.82
E6647B6FXPvAibaEXe9M021iVaAwIC3zcrOdGRH+,7.89,6.66,7.64,8.18,7.39,7.73,8.02,8.28,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.82
40AD33BCXPvAibaEXe9M021iVaAwIPHYg7fxj42i,6.43,7.55,7.78,8.38,6.43,8.06,8.19,8.18,9.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.89
25C15555XPvAibaEXe9M021iVaAwIGned3/1O2WJ,6.36,7.86,6.79,6.5,6.09,6.53,6.55,6.97,7.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.03
41EE6140XPvAibaEXe9M021iVaAwIIXcAUCr06zM,5.68,5.42,5.5,5.7,4.12,6.2,0.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.66
5DE3D202XPvAibaEXe9M021iVaAwIAWgsSaIyxTr,4.97,4.89,6.44,6.4,6.05,6.62,6.64,7.66,8.13,7.91,7.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.21
B27FB769XPvAibaEXe9M021iVaAwIN/1Gsru7xDe,5.14,3.38,5.43,6.45,6.12,4.2,7.28,5.83,5.95,7.19,6.41,8.7,8.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.76
E767B626XPvAibaEXe+gsTDvgY5pDm1ypgCXf+4o,6.39,6.53,6.98,6.76,7.96,7.7,7.89,8.43,8.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.32
15E504FBXPvAibaEXe+gsTDvgY5pDj0KmWUZl7mO,5.75,5.5,7.45,6.89,7.99,7.76,8.03,9.7,7.98,8.21,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.64
A71E7B7EXPvAibaEXe+gsTDvgY5pDvugtLkA9WY2,7.36,5.64,7.35,7.17,6.29,6.48,5.55,3.9,9,3.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.37
13C8A472XPvAibaEXe+gsTDvgY5pDqVJGUckrDCP,4.31,1.39,2.11,0.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.23
BCC346C2XPvAibaEXe+gsTDvgY5pDhgO3+5ZTm70,6.39,6.4,6.5,7.27,8.06,7.21,6.9,7.89,8.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.45
B30D0F50XPvAibaEXe+gsTDvgY5pDoLU7t2wkLiW,6.32,4.21,6.09,6.78,6.2,6.14,6.91,7.43,7.56,8.44,7.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.06
083DD240XPvAibaEXe+gsTDvgY5pDqmMCJZkOYCz,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
9EF161A4XPvAibaEXe+gsTDvgY5pDiTxGuafuV/2,6.59,6.34,7.07,7.31,7.8,6.97,5.88,7.95,7.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.07
23A7E8BEXPvAibaEXe+gsTDvgY5pDo2vfA/gYRvk,6.22,5.7,6.25,7.06,6.39,6.53,5.92,5.56,5.58,6.6,6.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.7
412DC926XPvAibaEXe+5f3nhbX2eh9nFdw3I/18R,6.11,8.05,8.2,8.24,8.33,7.45,7.29,6.05,9.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.82
54166400XPvAibaEXe+5f3nhbX2ehx/EY+0e6tvl,4.39,4.24,6.33,5.66,3,5.9,4.13,6.7,3.4,2.53,2.86,4.93,4.42,0,4.03,1.56,0,0,4.53,3.89,1.67,-1,-1,-1,5.84
3919DCB7XPvAibaEXe+5f3nhbX2eh2hsnbnO0cTu,7,6.69,8,6.03,6.73,7,7.26,7.73,8.5,6.65,7.8,7,7.1,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.33
B0446B28XPvAibaEXe+5f3nhbX2ehwI8GK1nbG8j,5.25,6.29,7.25,6.65,7.15,7.31,6.87,8.44,7.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.09
C5AB8E67XPvAibaEXe+5f3nhbX2eh0F3gDayami1,7,7.79,7.7,7.64,7.85,8.76,6.7,8.17,8.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.87
2597DE1BXPvAibaEXe+5f3nhbX2ehzMFG0AITf2m,4.72,5.88,4.21,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.9
50224F94XPvAibaEXe+5f3nhbX2eh5Ni5dxXAFSo,7.91,7.29,7.83,7.47,7.33,8.31,7.7,7.67,2.49,3.63,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.11
12611C99XPvAibaEXe+5f3nhbX2ehzcDuHScafUQ,5.78,5.61,6.96,5.59,0.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.13
53BABCB4XPvAibaEXe+5f3nhbX2eh3E+k8+0vrzk,7.11,8.11,8.15,7.08,6.21,7.93,7,7.75,8.54,9.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.86
4EC92EA7XPvAibaEXe+5f3nhbX2eh0DMegX78U1l,8.23,7.83,7.97,8.35,7.87,8.48,8.7,8.39,8.32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.17
BD5769A2XPvAibaEXe/FWKstHRRDncikzfXvRYvA,6.93,7.74,7.71,8.01,9.06,9.83,9.75,8.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.29
5F76493FXPvAibaEXe/FWKstHRRDnWx4P/5QXlbG,5.8,3.97,4.29,4.3,6.73,6.66,6.72,7.01,6.8,6.8,8.78,8.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.72
5B6FB29AXPvAibaEXe/FWKstHRRDncvHBA06Iekd,4.7,3.73,0,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.38
C0B46036XPvAibaEXe/FWKstHRRDnYbt8BfICmr/,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
A3A320D4XPvAibaEXe/FWKstHRRDnSGVoHs1J/ID,6.56,7.97,7.68,7.47,8,7.58,7.55,8.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.6
47BABEDFXPvAibaEXe/FWKstHRRDnf6JBFMtxUeH,6.02,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.31
E090FF52XPvAibaEXe/FWKstHRRDnXrYLc7oXETz,7.58,7.37,8.11,8.09,8.1,8.73,7.07,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.98
C6AAE126XPvAibaEXe/FWKstHRRDnf0u81vfcV3u,6.2,4.84,6.24,7.75,6.83,7.63,6.67,7,7.63,5.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.94
B85AE4CFXPvAibaEXe/FWKstHRRDnYSo4DEPmiWp,6.7,6.5,7,7.86,7.76,7.68,8.09,7.28,8.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.64
78C83A07XPvAibaEXe/6muSCAeQUCzQI0uoBeamo,6.48,7.05,8,7.4,8.35,7.76,8.07,7.4,7.8,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.66
B71C8732XPvAibaEXe/6muSCAeQUC8ENy+rYAiDQ,5.59,5.93,6.57,6.14,6.88,6.96,7.15,8.33,7.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.91
A72611A9XPvAibaEXe/6muSCAeQUC3OT5jnayIMj,6.09,6.06,6.88,6.41,6.21,6.33,7.54,6.02,6.75,6,7.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.8
9FF00228XPvAibaEXe/6muSCAeQUC7aenW1OJ6gr,5.03,3.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.16
AC8730D2XPvAibaEXe/6muSCAeQUC4blsS+RVJIO,6.86,7.95,7.2,8.41,8.41,6.31,6.45,4,4.63,4,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.57
2596E527XPvAibaEXe/6muSCAeQUCyTil5BFx9yM,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
04AD9652XPvAibaEXe/6muSCAeQUC/HrmBsgyb6e,3.36,3.1,3.36,2.73,0.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.31
E3BE5EC2XPvAibaEXe/6muSCAeQUC95vwcfIJ1oV,4.75,7.71,7.37,6.04,6.53,5.86,6.31,7.71,7,8.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.07
EC288A3AXPvAibaEXe/6muSCAeQUC0/HYwqGRTEN,5.2,4.86,6.73,5.35,5.63,7.8,6.56,6.01,7.1,5.1,7.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.35
5B67FF77XPvAibaEXe/SxwNRab2vgHQoiSebh7by,4.64,3.32,6.54,4.91,6.65,5.22,6.5,5.39,3.87,6.4,5.67,7.7,6.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.21
453A0C45XPvAibaEXe/SxwNRab2vgEekPHC/t/5s,5.48,5.57,6,5.81,6.41,8.01,5.28,6.65,7.4,5.74,8.06,7,8.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.99
B2204322XPvAibaEXe/SxwNRab2vgCFsjDisX+gc,6.93,6.14,6.71,7.02,7.51,7.09,7.96,7.87,8.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.34
ADD6626AXPvAibaEXe/SxwNRab2vgDj3JMKIXWrE,5.25,6.37,7.71,6.29,6.59,6.32,7.14,7.01,0,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.06
96CB2E4CXPvAibaEXe/SxwNRab2vgGCo9Yp9KIgz,4.16,5.13,4.9,5.68,6.36,4.2,5.45,3.98,5.3,5.92,7.24,3.46,5.5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.61
47034CE1XPvAibaEXe/SxwNRab2vgL+S1T8wHHjU,5.5,6.08,4.5,4.88,3.38,4.8,5.28,5.17,7.17,5.78,4.62,7.07,4.68,4.55,4.45,3.77,3,7.6,-1,-1,-1,-1,-1,-1,6.24
A352570AXPvAibaEXe/SxwNRab2vgCw4X5WeDpRE,4.48,6.8,7,6.47,6.64,7.5,7.24,8.08,7.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.15
860E35B6XPvAibaEXe/SxwNRab2vgE+RrjvZeuIL,4.61,3.32,0.82,2.98,1.44,6.85,0.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.69
F194DA26XPvAibaEXe9Z67almz7y5jarc2nxH/N/,4.75,5.03,3.25,5.25,4.45,7.16,6.56,5.03,5,5.87,7.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.27
16765E4EXPvAibaEXe9Z67almz7y5p5Ev/WkDmP/,5.34,3.65,3,2.87,8.7,6.2,6.51,6.89,6,5.32,5.19,6.3,5.73,7.51,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.44
C63128F5XPvAibaEXe9Z67almz7y5mrP6fB5MbAb,5.82,6.83,6.29,6.88,7.83,8.8,6.76,7.55,7.28,8.11,7.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.3
D55EBAD9XPvAibaEXe9Z67almz7y5tkcxWS/xrjc,7.5,7.35,8.5,8.06,8.09,9,8.78,7.91,9.5,8.2,7.87,9.2,7.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.09
175FAEC0XPvAibaEXe9Z67almz7y5rvSODnwnoEN,5.14,7.36,5.57,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.1
0269D0CEXPvAibaEXe9Z67almz7y5nIpJrijnwIg,3.75,3.91,5.86,4.85,5.8,3.64,1,5,3.65,0.28,5,2.87,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.37
08FB263BXPvAibaEXe9Z67almz7y5semmAKozmbp,6.59,6.42,8.5,7.71,8.15,9.2,7.97,7.43,7.42,5.14,9,7.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.67
87E06D79XPvAibaEXe9Z67almz7y5qeVdwBIoh7O,3.11,4,5.48,6.2,7.27,6.62,5.85,7.57,7.1,7.3,4.4,2.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.16
E1652F36XPvAibaEXe9Z67almz7y5to7nwXv95ya,5.89,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.86
35A1B6FFXPvAibaEXe9Z67almz7y5kj8xAL7LEki,4.64,5.57,6.95,5.58,4.6,7.4,7.15,7.26,6.63,7.13,6.96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.84
76F5AFD0XPvAibaEXe+NmgQbVGcjJ9nsOwHd2ed/,5.47,2.87,2.5,0.85,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.66
8C2FAA40XPvAibaEXe+NmgQbVGcjJ+7V2UMYMM22,6.36,6.16,7.67,7.33,7.44,7.35,8.96,8.37,8.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.54
B07AA9C3XPvAibaEXe+NmgQbVGcjJxAr0cne+s9Z,6.2,5.93,5.8,6.94,4.26,6.61,5.65,8.1,5.9,6.19,7.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.03
F06A3C0FXPvAibaEXe+NmgQbVGcjJ7ZdQvWRioyl,7.25,6.74,5.35,5.46,6.02,6.62,5.63,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.99
7059F0A4XPvAibaEXe+NmgQbVGcjJ+PCMVuB1N+7,4.5,1.5,5.79,5.64,7.35,7.15,8.34,7.93,6.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.08
9DE3AA6DXPvAibaEXe+NmgQbVGcjJ/cDB85eYXzc,4.7,2.2,4,5.08,4.87,5,5.01,3.08,3.89,3.28,6.68,6.15,5.04,1.3,0.18,0.2,-1,-1,-1,-1,-1,-1,-1,-1,5.43
11448848XPvAibaEXe+NmgQbVGcjJ3NlJR9I0Rqm,4.94,4.55,5.81,5.6,6.5,7.42,6.13,7.1,7,7.23,7.9,6.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.67
D251E033XPvAibaEXe9Bx5CZuIA9z46xIO31XDcH,4.57,5.18,6.02,5.88,4.62,4.75,3.2,1.98,5.33,0,0.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.91
82D67FF0XPvAibaEXe9Bx5CZuIA9z+ymYnRBj6Fr,3.91,5.84,3.85,5.41,6.14,4.8,5.07,4.57,0.5,1.77,4.8,3.25,2.21,0.23,0.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.48
0E3AF2F2XPvAibaEXe9Bx5CZuIA9z4vBSR0Ex5VT,5.5,5.17,5.31,5.81,3.8,5.13,4.77,6.53,7.06,7.76,7.47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.45
